start,duration,value
2020-07-20T08:59:00+02:00,"[60,60]","[15,8]"
2020-07-20T09:48:00+02:00,[60],[21]
2020-07-20T10:09:00+02:00,"[60,60]","[52,22]"
2020-07-20T10:29:00+02:00,"[60,60]","[71,24]"
2020-07-20T10:42:00+02:00,[60],[27]
2020-07-20T12:07:00+02:00,"[60,60,60,60,60,60]","[8,51,19,59,65,16]"
2020-07-20T12:14:00+02:00,"[60,60,60,60]","[39,11,19,50]"
2020-07-20T12:30:00+02:00,[60],[6]
2020-07-20T12:57:00+02:00,[60],[7]
2020-07-20T13:29:00+02:00,[60],[10]
2020-07-20T13:32:00+02:00,[60],[8]
2020-07-20T13:34:00+02:00,"[60,60,60,60,60,60]","[6,15,8,42,105,91]"
2020-07-20T13:43:00+02:00,"[60,60,60,60,60]","[103,65,77,21,43]"
2020-07-20T14:12:00+02:00,"[60,60]","[10,0]"
2020-07-20T14:41:00+02:00,[60],[6]
2020-07-20T14:46:00+02:00,[60],[26]
2020-07-20T14:50:00+02:00,"[60,60]","[16,13]"
2020-07-20T14:53:00+02:00,[60],[23]
2020-07-20T15:10:00+02:00,[60],[18]
2020-07-20T15:36:00+02:00,[60],[0]
2020-07-20T15:54:00+02:00,[60],[6]
2020-07-20T16:12:00+02:00,[60],[19]
2020-07-20T17:15:00+02:00,"[60,60]","[6,5]"
2020-07-20T17:19:00+02:00,[60],[26]
2020-07-20T17:23:00+02:00,"[60,60,60,60,60,60,60,60,60]","[64,69,37,49,75,93,95,50,18]"
2020-07-20T17:32:00+02:00,"[60,60]","[16,11]"
2020-07-20T18:03:00+02:00,[60],[26]
2020-07-20T18:42:00+02:00,[60],[14]
2020-07-20T18:50:00+02:00,"[60,60]","[14,6]"
2020-07-20T18:53:00+02:00,[60],[8]
2020-07-20T18:58:00+02:00,"[60,60]","[0,0]"
2020-07-20T19:23:00+02:00,"[60,60,60,60]","[8,19,17,29]"
2020-07-20T19:30:00+02:00,[60],[6]
2020-07-20T19:41:00+02:00,"[60,60,60]","[0,8,21]"
2020-07-20T20:09:00+02:00,[60],[12]
2020-07-20T20:13:00+02:00,"[60,60]","[20,0]"
2020-07-20T20:48:00+02:00,[60],[25]
2020-07-20T21:16:00+02:00,[60],[6]
2020-07-20T21:27:00+02:00,"[60,60]","[9,0]"
2020-07-20T21:31:00+02:00,[60],[38]
2020-07-21T08:35:00+02:00,"[60,60,60,60]","[58,9,8,9]"
2020-07-21T08:40:00+02:00,"[60,60,60,60,60,60,60,60,60,60]","[45,17,66,34,29,80,56,95,58,8]"
2020-07-21T08:53:00+02:00,[60],[6]
2020-07-21T08:55:00+02:00,"[60,60]","[11,8]"
2020-07-21T08:58:00+02:00,"[60,60]","[0,0]"
2020-07-21T09:16:00+02:00,[60],[10]
2020-07-21T09:18:00+02:00,"[60,60,60,60,60,60,60,60]","[65,0,10,13,21,30,71,10]"
2020-07-21T09:27:00+02:00,"[60,60]","[14,68]"
2020-07-21T09:29:00+02:00,[60],[26]
2020-07-21T09:35:00+02:00,[60],[16]
2020-07-21T09:37:00+02:00,[60],[0]
2020-07-21T09:42:00+02:00,[60],[13]
2020-07-21T09:47:00+02:00,"[60,60]","[44,23]"
2020-07-21T09:50:00+02:00,[60],[13]
2020-07-21T10:00:00+02:00,[60],[8]
2020-07-21T10:40:00+02:00,"[60,60,60,60]","[17,13,57,44]"
2020-07-21T10:47:00+02:00,"[60,60]","[38,17]"
2020-07-21T11:01:00+02:00,[60],[11]
2020-07-21T11:06:00+02:00,[60],[7]
2020-07-21T11:12:00+02:00,[60],[0]
2020-07-21T11:33:00+02:00,[60],[0]
2020-07-21T12:05:00+02:00,"[60,60,60]","[45,121,104]"
2020-07-21T12:15:00+02:00,"[60,60,60,60,60,60]","[82,94,96,80,0,28]"
2020-07-21T12:23:00+02:00,[60],[8]
2020-07-21T12:48:00+02:00,"[60,60]","[0,0]"
2020-07-21T12:58:00+02:00,[60],[0]
2020-07-21T13:50:00+02:00,"[60,60]","[10,12]"
2020-07-21T14:23:00+02:00,[60],[23]
2020-07-21T14:25:00+02:00,"[60,60]","[7,0]"
2020-07-21T14:39:00+02:00,[60],[6]
2020-07-21T14:59:00+02:00,"[60,60,60,60,60,60,60,60]","[6,109,111,30,30,109,109,29]"
2020-07-21T15:10:00+02:00,"[60,60]","[13,15]"
2020-07-21T15:59:00+02:00,[60],[12]
2020-07-21T16:38:00+02:00,"[60,60,60,60]","[6,14,9,0]"
2020-07-21T16:44:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60]","[29,64,81,59,28,56,92,111,68,21,29]"
2020-07-21T17:00:00+02:00,[60],[0]
2020-07-21T17:05:00+02:00,[60],[6]
2020-07-21T17:07:00+02:00,[60],[0]
2020-07-21T17:10:00+02:00,[60],[8]
2020-07-21T17:15:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60]","[19,9,17,17,44,0,0,8,18,8,0,0,0]"
2020-07-21T17:29:00+02:00,"[60,60,60,60]","[20,14,36,0]"
2020-07-21T17:34:00+02:00,[60],[11]
2020-07-21T17:40:00+02:00,"[60,60]","[20,14]"
2020-07-21T17:43:00+02:00,"[60,60,60,60,60,60,60]","[6,48,52,11,21,0,6]"
2020-07-21T17:56:00+02:00,"[60,60]","[6,13]"
2020-07-21T18:16:00+02:00,"[60,60,60]","[12,30,22]"
2020-07-21T18:25:00+02:00,[60],[30]
2020-07-21T18:29:00+02:00,[60],[13]
2020-07-21T18:38:00+02:00,"[60,60,60,60]","[13,25,10,8]"
2020-07-21T18:43:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[42,44,35,17,84,41,34,37,83,48,41,73,15,0,0,47]"
2020-07-21T18:59:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[72,59,57,27,6,34,43,30,67,87,8,37,58,79,43,64,6,79,44,71,44,62,34,9,0,9]"
2020-07-21T19:31:00+02:00,[60],[9]
2020-07-21T19:43:00+02:00,[60],[6]
2020-07-21T19:45:00+02:00,[60],[15]
2020-07-21T19:55:00+02:00,"[60,60,60]","[14,21,9]"
2020-07-21T20:09:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60]","[9,18,40,13,7,6,74,31,30,20,39]"
2020-07-21T20:21:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[53,13,41,39,53,64,52,45,21,19,21,11,17,87,78,28,20,41,20,67,25,6]"
2020-07-21T20:44:00+02:00,"[60,60,60]","[30,20,33]"
2020-07-21T20:50:00+02:00,[60],[33]
2020-07-21T20:52:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[18,50,27,31,34,62,38,36,31,40,41,68,46,18,16,66,49,31,55,82,63,18,21,65,61,32,12,41,46,20,30,33,25,49,59,15,16,24,68,28,42,2,21,52,36,29,20,38,38,17,52,42,31,61,18,37,50,37,61,71,48,38,35,22,66,45,0]"
2020-07-21T21:59:00+02:00,[60],[36]
2020-07-21T22:01:00+02:00,[60],[30]
2020-07-21T22:19:00+02:00,[60],[10]
2020-07-21T22:27:00+02:00,"[60,60]","[6,6]"
2020-07-21T22:30:00+02:00,[60],[7]
2020-07-21T22:33:00+02:00,"[60,60,60]","[24,21,28]"
2020-07-21T22:40:00+02:00,[60],[18]
2020-07-21T22:42:00+02:00,"[60,60]","[6,6]"
2020-07-21T22:45:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[0,32,20,48,61,25,0,0,0,0,0,0,0,0,0,6,98,98,85,58,93,78,44,77,47,82,37,0]"
2020-07-21T23:14:00+02:00,"[60,60,60,60]","[24,87,73,15]"
2020-07-21T23:20:00+02:00,"[60,60,60,60]","[14,20,47,0]"
2020-07-21T23:26:00+02:00,"[60,60,60]","[15,54,8]"
2020-07-22T08:13:00+02:00,[60],[6]
2020-07-22T08:17:00+02:00,[60],[16]
2020-07-22T08:19:00+02:00,"[60,60,60,60]","[16,6,64,1]"
2020-07-22T08:24:00+02:00,[60],[8]
2020-07-22T08:27:00+02:00,"[60,60,60,60,60,60,60,60,60,60]","[20,13,25,33,0,15,93,111,56,0]"
2020-07-22T08:38:00+02:00,"[60,60,60,60,60,60,60,60]","[39,77,88,44,50,9,2,12]"
2020-07-22T09:04:00+02:00,"[60,60,60]","[13,25,42]"
2020-07-22T09:11:00+02:00,"[60,60]","[50,20]"
2020-07-22T09:14:00+02:00,"[60,60]","[14,25]"
2020-07-22T09:16:00+02:00,[60],[24]
2020-07-22T09:19:00+02:00,[60],[9]
2020-07-22T09:21:00+02:00,[60],[9]
2020-07-22T09:43:00+02:00,[60],[6]
2020-07-22T09:48:00+02:00,"[60,60,60,60]","[19,47,43,20]"
2020-07-22T09:53:00+02:00,[60],[0]
2020-07-22T09:55:00+02:00,"[60,60]","[0,8]"
2020-07-22T09:58:00+02:00,[60],[8]
2020-07-22T10:25:00+02:00,[60],[7]
2020-07-22T10:36:00+02:00,[60],[7]
2020-07-22T10:38:00+02:00,"[60,60]","[7,6]"
2020-07-22T10:43:00+02:00,[60],[6]
2020-07-22T10:46:00+02:00,[60],[13]
2020-07-22T10:58:00+02:00,[60],[6]
2020-07-22T11:05:00+02:00,[60],[8]
2020-07-22T11:09:00+02:00,[60],[0]
2020-07-22T11:14:00+02:00,"[60,60,60,60,60]","[9,47,25,6,8]"
2020-07-22T11:52:00+02:00,"[60,60]","[19,20]"
2020-07-22T11:55:00+02:00,"[60,60]","[36,0]"
2020-07-22T11:58:00+02:00,"[60,60,60,60,60,60,60,60,60]","[75,81,93,124,108,109,113,40,0]"
2020-07-22T12:12:00+02:00,"[60,60]","[6,8]"
2020-07-22T12:15:00+02:00,[60],[15]
2020-07-22T12:22:00+02:00,[60],[11]
2020-07-22T12:34:00+02:00,[60],[12]
2020-07-22T12:37:00+02:00,"[60,60,60,60,60,60,60,60,60,60]","[6,61,107,111,125,113,119,112,102,65]"
2020-07-22T12:48:00+02:00,"[60,60]","[9,14]"
2020-07-22T13:00:00+02:00,[60],[12]
2020-07-22T13:36:00+02:00,[60],[6]
2020-07-22T13:54:00+02:00,"[60,60,60,60,60]","[32,79,0,11,13]"
2020-07-22T14:42:00+02:00,"[60,60,60]","[6,34,0]"
2020-07-22T14:47:00+02:00,"[60,60,60,60,60]","[9,14,8,86,93]"
2020-07-22T14:54:00+02:00,"[60,60,60,60]","[78,92,81,52]"
2020-07-22T14:59:00+02:00,"[60,60]","[31,30]"
2020-07-22T15:56:00+02:00,"[60,60,60,60]","[9,6,16,34]"
2020-07-22T16:03:00+02:00,[60],[9]
2020-07-22T16:13:00+02:00,[60],[19]
2020-07-22T16:19:00+02:00,[60],[16]
2020-07-22T16:23:00+02:00,"[60,60]","[22,9]"
2020-07-22T17:51:00+02:00,"[60,60]","[14,51]"
2020-07-22T18:03:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[30,0,38,103,51,43,16,22,25,70,44,43,69,73,24,48,30,33,35,0,9,40,80,54,6]"
2020-07-22T18:43:00+02:00,[60],[6]
2020-07-22T18:49:00+02:00,"[60,60]","[14,56]"
2020-07-22T18:52:00+02:00,"[60,60,60]","[0,8,23]"
2020-07-22T18:58:00+02:00,[60],[9]
2020-07-22T19:02:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[89,42,86,54,102,47,81,83,89,23,9,8,33,28]"
2020-07-22T19:18:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60]","[35,103,29,79,39,0,31,31,63,9,35,37,22]"
2020-07-22T19:32:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60]","[6,32,58,70,28,59,62,103,36,9,91,36]"
2020-07-22T19:50:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60]","[58,49,85,70,30,32,34,61,39,7,46]"
2020-07-22T20:15:00+02:00,[60],[9]
2020-07-22T20:17:00+02:00,"[60,60,60,60,60,60]","[56,53,39,57,52,58]"
2020-07-22T20:24:00+02:00,"[60,60,60,60,60,60,60,60]","[56,33,21,34,54,32,15,6]"
2020-07-22T20:35:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60]","[62,78,42,76,33,54,52,77,53,19,35,34]"
2020-07-22T20:49:00+02:00,"[60,60]","[36,57]"
2020-07-22T20:51:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[83,81,89,74,78,63,41,90,83,62,82,38,49,31,12,13,8]"
2020-07-22T21:13:00+02:00,[60],[6]
2020-07-22T21:16:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60]","[0,9,15,46,49,47,22,25,0,0,0]"
2020-07-22T21:28:00+02:00,"[60,60,60]","[16,82,6]"
2020-07-22T21:32:00+02:00,"[60,60]","[31,0]"
2020-07-22T21:35:00+02:00,[60],[6]
2020-07-22T21:40:00+02:00,[60],[16]
2020-07-22T22:01:00+02:00,[60],[13]
2020-07-22T22:03:00+02:00,[60],[12]
2020-07-23T08:28:00+02:00,[60],[13]
2020-07-23T08:30:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[9,10,13,50,32,57,11,42,45,33,64,62,107,53,22]"
2020-07-23T08:45:00+02:00,[60],[13]
2020-07-23T09:00:00+02:00,[60],[0]
2020-07-23T09:21:00+02:00,"[60,60]","[56,44]"
2020-07-23T09:24:00+02:00,"[60,60,60]","[8,76,20]"
2020-07-23T10:05:00+02:00,[60],[6]
2020-07-23T10:25:00+02:00,[60],[6]
2020-07-23T10:27:00+02:00,[60],[8]
2020-07-23T10:31:00+02:00,[60],[8]
2020-07-23T10:51:00+02:00,"[60,60]","[12,0]"
2020-07-23T10:57:00+02:00,[60],[11]
2020-07-23T11:19:00+02:00,[60],[6]
2020-07-23T11:29:00+02:00,[60],[6]
2020-07-23T11:57:00+02:00,[60],[7]
2020-07-23T12:17:00+02:00,"[60,60,60,60,60]","[6,16,33,0,13]"
2020-07-23T12:23:00+02:00,"[60,60]","[72,35]"
2020-07-23T12:28:00+02:00,[60],[12]
2020-07-23T12:37:00+02:00,[60],[6]
2020-07-23T12:40:00+02:00,"[60,60]","[0,0]"
2020-07-23T12:47:00+02:00,[60],[6]
2020-07-23T12:52:00+02:00,"[60,60]","[8,11]"
2020-07-23T12:58:00+02:00,[60],[0]
2020-07-23T13:00:00+02:00,[60],[0]
2020-07-23T13:02:00+02:00,"[60,60,60]","[61,96,47]"
2020-07-23T13:06:00+02:00,"[60,60,60,60]","[6,12,24,24]"
2020-07-23T13:19:00+02:00,[60],[16]
2020-07-23T13:21:00+02:00,[60],[7]
2020-07-23T13:23:00+02:00,[60],[0]
2020-07-23T13:26:00+02:00,"[60,60,60,60]","[0,24,16,11]"
2020-07-23T13:31:00+02:00,"[60,60,60,60,60,60,60,60,60,60]","[8,8,0,0,8,0,10,10,11,0]"
2020-07-23T13:42:00+02:00,[60],[0]
2020-07-23T13:44:00+02:00,[60],[13]
2020-07-23T14:01:00+02:00,"[60,60,60]","[14,9,12]"
2020-07-23T14:05:00+02:00,"[60,60]","[9,0]"
2020-07-23T14:08:00+02:00,"[60,60,60]","[0,9,0]"
2020-07-23T14:12:00+02:00,"[60,60,60]","[7,0,0]"
2020-07-23T14:16:00+02:00,"[60,60,60,60,60,60]","[6,32,0,14,8,20]"
2020-07-23T14:41:00+02:00,"[60,60,60]","[7,73,63]"
2020-07-23T14:46:00+02:00,[60],[29]
2020-07-23T14:48:00+02:00,[60],[24]
2020-07-23T14:51:00+02:00,[60],[17]
2020-07-23T14:53:00+02:00,"[60,60]","[21,0]"
2020-07-23T15:04:00+02:00,[60],[8]
2020-07-23T15:12:00+02:00,[60],[6]
2020-07-23T15:25:00+02:00,[60],[6]
2020-07-23T15:30:00+02:00,[60],[7]
2020-07-23T15:44:00+02:00,[60],[7]
2020-07-23T15:51:00+02:00,"[60,60,60,60,60,60,60,60]","[9,0,16,76,25,7,10,7]"
2020-07-23T16:04:00+02:00,[60],[9]
2020-07-23T16:28:00+02:00,"[60,60,60]","[17,57,6]"
2020-07-23T16:37:00+02:00,"[60,60,60,60,60,60]","[10,30,9,7,20,0]"
2020-07-23T16:45:00+02:00,"[60,60,60,60,60,60,60,60]","[82,77,25,24,121,106,31,37]"
2020-07-23T16:54:00+02:00,"[60,60]","[0,12]"
2020-07-23T16:57:00+02:00,"[60,60]","[10,2]"
2020-07-23T17:18:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60]","[30,42,10,31,78,94,113,108,106,81,5]"
2020-07-23T17:46:00+02:00,"[60,60,60]","[0,29,25]"
2020-07-23T17:51:00+02:00,"[60,60,60]","[20,11,45]"
2020-07-23T17:56:00+02:00,"[60,60,60,60]","[14,7,22,15]"
2020-07-23T18:02:00+02:00,"[60,60]","[14,0]"
2020-07-23T18:05:00+02:00,"[60,60,60,60,60,60]","[0,0,0,8,51,98]"
2020-07-23T18:11:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60]","[63,105,73,65,44,0,0,0,0,8,0]"
2020-07-23T18:24:00+02:00,[60],[0]
2020-07-23T18:26:00+02:00,[60],[0]
2020-07-23T18:28:00+02:00,"[60,60]","[6,9]"
2020-07-23T18:32:00+02:00,[60],[7]
2020-07-23T18:34:00+02:00,[60],[0]
2020-07-23T18:36:00+02:00,"[60,60,60]","[0,32,13]"
2020-07-23T18:49:00+02:00,[60],[15]
2020-07-23T19:38:00+02:00,"[60,60,60]","[12,7,13]"
2020-07-23T20:08:00+02:00,"[60,60,60]","[6,47,24]"
2020-07-23T20:13:00+02:00,"[60,60]","[21,8]"
2020-07-23T21:03:00+02:00,"[60,60,60]","[16,21,24]"
2020-07-23T21:08:00+02:00,"[60,60]","[18,6]"
2020-07-23T21:13:00+02:00,[60],[7]
2020-07-23T22:11:00+02:00,[60],[12]
2020-07-23T22:14:00+02:00,[60],[16]
2020-07-23T22:16:00+02:00,"[60,60]","[6,29]"
2020-07-23T22:20:00+02:00,[60],[13]
2020-07-24T08:31:00+02:00,[60],[6]
2020-07-24T08:35:00+02:00,"[60,60,60,60,60]","[12,16,6,15,16]"
2020-07-24T08:41:00+02:00,[60],[9]
2020-07-24T08:43:00+02:00,[60],[9]
2020-07-24T08:54:00+02:00,[60],[9]
2020-07-24T09:40:00+02:00,[60],[0]
2020-07-24T10:12:00+02:00,"[60,60,60]","[19,22,24]"
2020-07-24T10:16:00+02:00,[60],[8]
2020-07-24T10:31:00+02:00,[60],[8]
2020-07-24T10:33:00+02:00,[60],[16]
2020-07-24T11:09:00+02:00,"[60,60]","[6,11]"
2020-07-24T11:16:00+02:00,"[60,60]","[0,0]"
2020-07-24T11:25:00+02:00,[60],[10]
2020-07-24T11:46:00+02:00,[60],[7]
2020-07-24T11:58:00+02:00,[60],[8]
2020-07-24T12:21:00+02:00,"[60,60]","[9,11]"
2020-07-24T12:52:00+02:00,"[60,60]","[11,0]"
2020-07-24T13:07:00+02:00,[60],[0]
2020-07-24T13:09:00+02:00,"[60,60,60]","[0,20,8]"
2020-07-24T13:13:00+02:00,[60],[52]
2020-07-24T13:28:00+02:00,[60],[10]
2020-07-24T13:53:00+02:00,[60],[7]
2020-07-24T13:59:00+02:00,[60],[12]
2020-07-24T14:59:00+02:00,[60],[8]
2020-07-24T15:17:00+02:00,[60],[11]
2020-07-24T15:54:00+02:00,"[60,60]","[20,7]"
2020-07-24T15:59:00+02:00,[60],[7]
2020-07-24T16:15:00+02:00,[60],[9]
2020-07-24T17:03:00+02:00,"[60,60,60]","[9,0,13]"
2020-07-24T17:10:00+02:00,"[60,60]","[17,9]"
2020-07-24T17:35:00+02:00,[60],[8]
2020-07-24T17:55:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[37,40,0,46,41,0,27,31,0,47,30,74,39,67,52,1,60,29,32,126,37,67,60,45,39,21,0]"
2020-07-24T18:23:00+02:00,"[60,60]","[0,35]"
2020-07-24T18:26:00+02:00,"[60,60,60]","[38,18,45]"
2020-07-24T18:31:00+02:00,[60],[41]
2020-07-24T18:33:00+02:00,"[60,60,60,60,60]","[19,11,31,11,20]"
2020-07-24T18:40:00+02:00,"[60,60]","[0,16]"
2020-07-24T18:43:00+02:00,"[60,60,60,60]","[27,38,111,15]"
2020-07-24T18:50:00+02:00,"[60,60]","[15,11]"
2020-07-24T18:53:00+02:00,[60],[21]
2020-07-24T18:54:00+02:00,"[60,60,60,60,60,60,60,60]","[46,65,62,8,51,59,77,23]"
2020-07-24T19:03:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[40,59,58,45,14,72,64,41,24,69,45,80,35,45,67,11,36]"
2020-07-24T19:21:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[38,63,45,33,9,55,35,34,40,62,82,42,45,63,19,45]"
2020-07-24T19:39:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[42,39,30,52,50,26,49,40,61,75,70,74,67,24,68,51,30]"
2020-07-24T19:59:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[50,37,40,10,58,52,67,55,43,35,60,35,50,8,34,63,35,62,40,62,62,41,9,58,63,8,0,0,79,39,16,30,46,21,17,32,55,62,84,59,39,67,73,69,56,30,40,0,71,13]"
2020-07-24T20:50:00+02:00,[60],[11]
2020-07-24T20:54:00+02:00,[60],[6]
2020-07-24T21:00:00+02:00,"[60,60,60,60,60]","[7,25,5,75,21]"
2020-07-24T21:06:00+02:00,[60],[6]
2020-07-24T21:11:00+02:00,"[60,60,60,60,60]","[6,5,23,43,6]"
2020-07-24T21:36:00+02:00,"[60,60]","[10,58]"
